"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2011"	"2011"	"Nov., 2011"	"2011/11"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2011"	"2011"	"Dec., 2011"	"2011/12"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Jan., 2012"	"2012/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Feb., 2012"	"2012/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Mar., 2012"	"2012/03"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"May, 2012"	"2012/05"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Jul., 2012"	"2012/07"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Sep., 2012"	"2012/09"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2012"	"2012"	"Dec., 2012"	"2012/12"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"Mar., 2013"	"2013/03"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"May, 2013"	"2013/05"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2013"	"2013"	"Dec., 2013"	"2013/12"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Jan., 2014"	"2014/01"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Jun., 2014"	"2014/06"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2014"	"2014"	"Nov., 2014"	"2014/11"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Jan., 2015"	"2015/01"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Aug., 2015"	"2015/08"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Jan., 2017"	"2017/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Feb., 2017"	"2017/02"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Mar., 2017"	"2017/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"May, 2017"	"2017/05"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Jun., 2017"	"2017/06"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Aug., 2017"	"2017/08"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Sep., 2017"	"2017/09"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Oct., 2017"	"2017/10"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2017"	"2017"	"Dec., 2017"	"2017/12"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Feb., 2018"	"2018/02"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Jun., 2018"	"2018/06"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2018"	"2018"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"Jan., 2019"	"2019/01"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"Feb., 2019"	"2019/02"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"May, 2019"	"2019/05"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"Aug., 2019"	"2019/08"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"Sep., 2019"	"2019/09"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2019"	"2019"	"Oct., 2019"	"2019/10"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2010"	"2010"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2010"	"2010"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2011"	"2011"	"Mar., 2011"	"2011/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2011"	"2011"	"Aug., 2011"	"2011/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2011"	"2011"	"Oct., 2011"	"2011/10"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2012"	"2012"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2013"	"2013"	"May, 2013"	"2013/05"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2014"	"2014"	"Mar., 2014"	"2014/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2015"	"2015"	"Mar., 2015"	"2015/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2017"	"2017"	"Feb., 2017"	"2017/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2017"	"2017"	"Apr., 2017"	"2017/04"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2017"	"2017"	"Jun., 2017"	"2017/06"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2017"	"2017"	"Sep., 2017"	"2017/09"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2018"	"2018"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2018"	"2018"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2018"	"2018"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2018"	"2018"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"Mar., 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"May, 2019"	"2019/05"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"Aug., 2019"	"2019/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"Sep., 2019"	"2019/09"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"Nov., 2019"	"2019/11"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"2019"	"2019"	"Dec., 2019"	"2019/12"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2010"	"2010"	"Jan., 2010"	"2010/01"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2010"	"2010"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2011"	"2011"	"Jul., 2011"	"2011/07"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2015"	"2015"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"2009"	"2009"	"Dec., 2009"	"2009/12"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"2010"	"2010"	"Jun., 2010"	"2010/06"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"2019"	"2019"	"Mar., 2019"	"2019/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"2019"	"2019"	"Oct., 2019"	"2019/10"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2011"	"2011"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2012"	"2012"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2013"	"2013"	"Jan., 2013"	"2013/01"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2013"	"2013"	"Feb., 2013"	"2013/02"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2013"	"2013"	"Oct., 2013"	"2013/10"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2015"	"2015"	"Feb., 2015"	"2015/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2017"	"2017"	"Oct., 2017"	"2017/10"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2018"	"2018"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2018"	"2018"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2019"	"2019"	"Feb., 2019"	"2019/02"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2019"	"2019"	"Apr., 2019"	"2019/04"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2019"	"2019"	"May, 2019"	"2019/05"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2019"	"2019"	"Jul., 2019"	"2019/07"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2019"	"2019"	"Nov., 2019"	"2019/11"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2009"	"2009"	"Jun., 2009"	"2009/06"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2009"	"2009"	"Jul., 2009"	"2009/07"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2009"	"2009"	"Oct., 2009"	"2009/10"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2010"	"2010"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Jan., 2011"	"2011/01"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Mar., 2011"	"2011/03"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Jul., 2011"	"2011/07"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Oct., 2011"	"2011/10"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2011"	"2011"	"Dec., 2011"	"2011/12"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2012"	"2012"	"Apr., 2012"	"2012/04"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2012"	"2012"	"Sep., 2012"	"2012/09"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2012"	"2012"	"Dec., 2012"	"2012/12"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2013"	"2013"	"Jun., 2013"	"2013/06"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2013"	"2013"	"Aug., 2013"	"2013/08"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2013"	"2013"	"Nov., 2013"	"2013/11"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2014"	"2014"	"Jun., 2014"	"2014/06"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2015"	"2015"	"Apr., 2015"	"2015/04"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2016"	"2016"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2017"	"2017"	"Mar., 2017"	"2017/03"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2017"	"2017"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2017"	"2017"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2018"	"2018"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2018"	"2018"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2019"	"2019"	"Jan., 2019"	"2019/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2019"	"2019"	"Feb., 2019"	"2019/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"2019"	"2019"	"Mar., 2019"	"2019/03"	10	Not Applicable	Not Applicable
